SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;Team1;Team2
1;29;4;5;41;2;9;19;4;40;25.2;0.0;15.7;0.0;36.0;13.0;Cannon/Kraft;Ittlinger/Van de Velde
6;28;2;2;41;2;4;29;2;56;22.8;0.0;11.9;0.0;31.3;24.0;Thamela/Victoria;Ittlinger/Van de Velde
6;25;5;2;36;2;4;24;2;51;22.8;0.0;11.9;0.0;31.3;19.0;Ittlinger/Van de Velde;Thamela/Victoria
10;31;1;2;42;2;8;26;2;52;20.3;0.0;3.5;0.0;15.5;14.0;Carol/Barbara;Cannon/Kraft
7;22;2;2;35;3;6;18;2;52;20.3;0.0;3.5;0.0;15.5;23.0;Cannon/Kraft;Carol/Barbara
9;17;5;0;24;1;8;16;2;49;32.1;0.0;1.8;0.0;23.4;12.0;Quintero/Droguett;Åhman/Hellvig
4;26;2;2;41;3;17;23;0;33;32.1;0.0;1.8;0.0;23.4;5.0;Åhman/Hellvig;Quintero/Droguett
11;37;5;3;54;5;19;25;0;67;32.1;0.0;1.8;0.0;23.4;18.0;Waller/Hammarberg;Mol, H./Berntsen
9;31;5;0;49;6;19;26;3;64;32.1;0.0;1.8;0.0;23.4;24.0;Mol, H./Berntsen;Waller/Hammarberg
12;31;5;4;48;3;13;22;4;49;32.7;0.0;9.4;0.0;24.5;19.0;Huster/Just;Mol, A./Sørum, C.
6;34;5;5;54;3;14;7;4;56;32.7;0.0;9.4;0.0;24.5;19.0;Mol, A./Sørum, C.;Huster/Just
7;37;0;2;54;7;17;28;3;66;32.7;0.0;9.4;0.0;24.5;28.0;Adelmo/Andre;Plavins/Fokerots
14;36;2;3;47;4;14;23;2;76;32.7;0.0;9.4;0.0;24.5;26.0;Plavins/Fokerots;Adelmo/Andre
5;21;5;2;39;3;17;15;0;47;31.1;0.0;1.3;0.0;10.1;18.0;Bello, Ja./Bello, Jo.;Cherif/Ahmed
7;32;4;0;41;2;20;22;2;52;31.1;0.0;1.3;0.0;10.1;8.0;Cherif/Ahmed;Bello, Ja./Bello, Jo.
12;30;3;1;43;6;19;20;5;53;31.1;0.0;1.3;0.0;10.1;18.0;Pedro /Arthur Lanci;van de Velde/Immers
7;30;5;6;55;2;12;15;0;52;31.1;0.0;1.3;0.0;10.1;23.0;van de Velde/Immers;Pedro /Arthur Lanci
9;40;2;1;50;3;11;25;0;66;32.1;0.0;9.8;0.0;24.1;25.0;Capogrosso T./Capogrosso N.;Popov/Reznik
8;36;3;1;51;5;16;29;1;65;32.1;0.0;9.8;0.0;24.1;17.0;Popov/Reznik;Capogrosso T./Capogrosso N.
11;21;4;0;30;3;10;11;3;45;30.0;0.0;6.5;0.0;21.6;12.0;Waller/Hammarberg;Åhman/Hellvig
6;24;2;3;41;6;12;13;0;36;30.0;0.0;6.5;0.0;21.6;15.0;Åhman/Hellvig;Waller/Hammarberg
4;26;2;0;34;4;13;12;3;42;30.0;0.0;6.5;0.0;21.6;14.0;Quintero/Droguett;Mol, H./Berntsen
6;33;1;3;41;1;17;16;0;48;30.0;0.0;6.5;0.0;21.6;22.0;Mol, H./Berntsen;Quintero/Droguett
12;30;3;1;50;7;17;33;0;72;26.8;0.4;2.4;0.4;16.9;22.0;Adelmo/Andre;Mol, A./Sørum, C.
14;35;3;0;51;6;26;28;1;71;26.8;0.4;2.4;0.4;16.9;22.0;Mol, A./Sørum, C.;Adelmo/Andre
19;14;4;0;21;1;5;14;4;45;26.8;0.4;2.4;0.4;16.9;9.0;Huster/Just;Plavins/Fokerots
3;13;3;4;41;9;14;17;0;25;26.8;0.4;2.4;0.4;16.9;7.0;Plavins/Fokerots;Huster/Just
6;27;3;0;33;1;12;13;1;44;30.3;0.2;7.4;0.2;20.5;16.0;Pedro /Arthur Lanci;Cherif/Ahmed
2;31;3;2;41;1;9;14;0;42;30.3;0.2;7.4;0.2;20.5;17.0;Cherif/Ahmed;Pedro /Arthur Lanci
4;21;1;2;41;5;18;14;2;35;30.3;0.2;7.4;0.2;20.5;13.0;Bello, Ja./Bello, Jo.;van de Velde/Immers
10;26;8;2;34;4;14;10;2;45;30.3;0.2;7.4;0.2;20.5;12.0;van de Velde/Immers;Bello, Ja./Bello, Jo.
5;22;2;0;41;8;16;24;2;42;29.8;0.0;5.2;0.0;9.0;14.0;Arthur/Adrielson;Popov/Reznik
15;24;4;3;35;3;17;21;0;57;29.8;0.0;5.2;0.0;9.0;10.0;Popov/Reznik;Arthur/Adrielson
11;35;10;7;66;2;12;43;7;73;29.8;0.0;5.2;0.0;9.0;10.0;Amieva/Bueno;Capogrosso T./Capogrosso N.
12;28;5;0;45;5;15;17;0;53;26.4;0.5;7.7;0.5;14.8;22.0;Mol, H./Berntsen;Åhman/Hellvig
12;30;4;0;47;3;10;19;0;59;26.4;0.5;7.7;0.5;14.8;19.0;Åhman/Hellvig;Mol, H./Berntsen
6;24;5;1;41;1;13;19;2;39;26.4;0.5;7.7;0.5;14.8;7.0;Waller/Hammarberg;Quintero/Droguett
8;13;6;2;28;0;4;16;1;36;26.4;0.5;7.7;0.5;14.8;18.0;Quintero/Droguett;Waller/Hammarberg
8;20;1;0;30;2;11;11;4;38;28.8;0.3;2.1;0.3;11.5;19.0;Plavins/Fokerots;Mol, A./Sørum, C.
6;28;2;4;41;4;10;15;0;43;28.8;0.3;2.1;0.3;11.5;13.0;Mol, A./Sørum, C.;Plavins/Fokerots
4;23;1;2;42;6;12;12;1;35;28.8;0.3;2.1;0.3;11.5;17.0;Adelmo/Andre;Huster/Just
11;26;5;1;32;2;6;15;2;45;28.8;0.3;2.1;0.3;11.5;15.0;Huster/Just;Adelmo/Andre
3;22;1;6;41;2;10;17;4;36;24.0;1.8;12.9;1.8;23.8;12.0;van de Velde/Immers;Cherif/Ahmed
8;21;3;4;31;0;7;18;6;42;24.0;1.8;12.9;1.8;23.8;15.0;Cherif/Ahmed;van de Velde/Immers
9;18;1;2;28;0;3;15;4;42;24.0;1.8;12.9;1.8;23.8;21.0;Bello, Ja./Bello, Jo.;Pedro /Arthur Lanci
4;26;2;4;41;3;9;20;2;39;24.0;1.8;12.9;1.8;23.8;9.0;Bello, Ja./Bello, Jo.;Pedro /Arthur Lanci
14;39;4;2;51;4;12;25;1;68;29.5;0.0;2.5;0.0;17.3;29.0;Capogrosso T./Capogrosso N.;Arthur/Adrielson
8;31;3;2;52;8;17;17;1;61;29.5;0.0;2.5;0.0;17.3;21.0;Arthur/Adrielson;Capogrosso T./Capogrosso N.
11;31;4;2;44;3;9;28;1;59;29.5;0.0;2.5;0.0;17.3;17.0;Amieva/Bueno;Popov/Reznik
5;30;2;1;44;5;12;21;1;50;29.5;0.0;2.5;0.0;17.3;23.0;Popov/Reznik;Amieva/Bueno
12;37;4;4;57;5;17;22;2;66;24.2;0.0;15.3;0.0;33.5;28.0;Arthur/Adrielson;Plavins/Fokerots
9;35;3;2;54;6;19;16;4;66;24.2;0.0;15.3;0.0;33.5;23.0;Plavins/Fokerots;Arthur/Adrielson
13;34;8;3;51;4;16;21;3;62;24.2;0.0;15.3;0.0;33.5;27.0;van de Velde/Immers;Mol, H./Berntsen
8;34;5;3;59;6;15;16;2;58;24.2;0.0;15.3;0.0;33.5;18.0;Mol, H./Berntsen;van de Velde/Immers
12;38;1;2;51;3;11;35;1;81;23.1;0.0;15.3;0.0;32.4;25.0;Adelmo/Andre;Popov/Reznik
7;33;4;1;50;6;19;35;2;68;23.1;0.0;15.3;0.0;32.4;23.0;Popov/Reznik;Adelmo/Andre
7;31;6;4;55;4;21;17;4;52;23.1;0.0;15.3;0.0;32.4;20.0;Waller/Hammarberg;Cherif/Ahmed
7;38;10;5;57;0;11;19;4;57;23.1;0.0;15.3;0.0;32.4;22.0;Cherif/Ahmed;Waller/Hammarberg
10;31;2;1;43;3;7;17;2;50;23.2;0.0;14.2;0.0;32.0;18.0;Plavins/Fokerots;Åhman/Hellvig
9;24;3;2;39;3;11;14;1;47;23.2;0.0;14.2;0.0;32.0;17.0;Åhman/Hellvig;Plavins/Fokerots
6;21;3;3;41;5;17;15;2;35;23.2;0.0;14.2;0.0;32.0;12.0;Capogrosso T./Capogrosso N.;Mol, H./Berntsen
11;20;7;2;32;2;10;11;2;43;23.2;0.0;14.2;0.0;32.0;10.0;Mol, H./Berntsen;Capogrosso T./Capogrosso N.
4;29;4;0;41;6;13;24;0;57;23.2;0.0;13.8;0.0;32.0;14.0;Bello, Ja./Bello, Jo.;Popov/Reznik
11;24;1;0;33;2;14;24;0;54;23.2;0.0;13.8;0.0;32.0;19.0;Popov/Reznik;Bello, Ja./Bello, Jo.
6;30;6;6;52;4;14;10;0;56;23.2;0.0;13.8;0.0;32.0;21.0;Mol, A./Sørum, C.;Cherif/Ahmed
9;37;7;0;49;2;9;23;5;55;23.2;0.0;13.8;0.0;32.0;26.0;Cherif/Ahmed;Mol, A./Sørum, C.
4;42;1;1;53;2;10;43;5;71;24.6;0.1;9.0;0.1;24.5;23.0;Capogrosso T./Capogrosso N.;Plavins/Fokerots
9;35;2;5;48;2;13;35;1;77;24.6;0.1;9.0;0.1;24.5;21.0;Plavins/Fokerots;Capogrosso T./Capogrosso N.
11;38;8;0;55;10;20;36;2;70;25.1;0.0;12.9;0.0;31.0;23.0;Bello, Ja./Bello, Jo.;Mol, A./Sørum, C.
13;28;3;2;50;6;31;19;0;65;25.1;0.0;12.9;0.0;31.0;15.0;Mol, A./Sørum, C.;Bello, Ja./Bello, Jo.
9;36;1;0;49;5;6;17;3;61;23.5;0.0;14.0;0.0;35.3;35.0;Plavins/Fokerots;Mol, A./Sørum, C.
8;37;3;3;50;2;10;20;0;59;23.5;0.0;14.0;0.0;35.3;26.0;Mol, A./Sørum, C.;Plavins/Fokerots
14;53;3;0;65;3;16;36;2;90;21.7;0.0;8.2;0.0;25.6;37.0;Capogrosso T./Capogrosso N.;Bello, Ja./Bello, Jo.
5;48;7;2;67;7;18;29;0;88;21.7;0.0;8.2;0.0;25.6;37.0;Bello, Ja./Bello, Jo.;Capogrosso T./Capogrosso N.
4;27;8;1;41;1;5;20;0;36;25.4;0.0;19.9;0.0;25.9;16.0;Hodges/Schubert;Pérez/Matos
2;18;11;0;31;1;7;10;1;35;25.4;0.0;19.9;0.0;25.9;9.0;Pérez/Matos;Hodges/Schubert
11;26;4;5;55;9;18;22;7;54;25.4;0.0;19.9;0.0;25.9;18.0;Vinicius/Heitor;Dumek/Semerad
15;28;8;7;52;7;21;18;5;61;25.4;0.0;19.9;0.0;25.9;15.0;Dumek/Semerad;Vinicius/Heitor
14;30;9;5;54;4;11;22;4;57;25.4;0.0;19.9;0.0;25.9;21.0;Potts/Pearse;Lorenz/Rietschel
9;30;9;4;57;2;9;20;5;57;25.4;0.0;19.9;0.0;25.9;20.0;Lorenz/Rietschel;Potts/Pearse
10;25;5;1;41;5;17;20;0;54;25.4;0.0;19.9;0.0;25.9;20.0;Grössig/Pascariuc P.;Sagstetter/Sagstetter
10;19;5;0;37;2;8;18;1;49;25.4;0.0;19.9;0.0;25.9;11.0;Sagstetter/Sagstetter;Grössig/Pascariuc P.
17;26;6;1;41;1;10;21;2;59;25.5;0.0;19.0;0.0;24.5;15.0;Saucedo/Viera;Huster/Just
5;29;8;2;54;8;23;20;1;45;25.5;0.0;19.0;0.0;24.5;16.0;Huster/Just;Saucedo/Viera
7;17;3;4;41;9;19;19;0;36;25.5;0.0;19.0;0.0;24.5;12.0;Henning/Wüst;Brewster/Brunner
15;21;6;0;32;2;9;18;2;50;25.5;0.0;19.0;0.0;24.5;10.0;Brewster/Brunner;Henning/Wüst
6;19;3;2;36;1;6;11;2;40;25.5;0.0;19.0;0.0;24.5;20.0;Ch. Y. Liu/J.Q. Liu;Dal Corso/Viscovich
8;29;5;2;41;4;10;15;1;43;25.5;0.0;19.0;0.0;24.5;14.0;Dal Corso/Viscovich;Ch. Y. Liu/J.Q. Liu
13;34;12;1;56;5;13;33;0;76;25.5;0.0;19.0;0.0;24.5;21.0;Bassereau/Aye, C.;Cory/Caldwell
13;29;6;0;55;6;19;34;1;69;25.5;0.0;19.0;0.0;24.5;18.0;Cory/Caldwell;Bassereau/Aye, C.
12;25;5;2;44;5;14;30;0;61;25.5;0.0;18.2;0.0;23.0;19.0;Nemec L./Petruf;Schalk/Shaw
7;28;8;0;46;4;22;27;2;59;25.5;0.0;18.2;0.0;23.0;14.0;Schalk/Shaw;Nemec L./Petruf
6;24;6;4;41;2;8;8;0;39;25.5;0.0;18.2;0.0;23.0;16.0;Genevieve Gardoque /Chouikh;Bedritis/Rinkevics
7;22;7;0;39;3;13;9;4;36;25.5;0.0;18.2;0.0;23.0;17.0;Bedritis/Rinkevics;Genevieve Gardoque /Chouikh
11;12;2;0;24;3;7;12;7;30;25.5;0.0;18.2;0.0;23.0;14.0;Wang Y. W./DU Hongjun;Mol, M./Mol
4;21;7;7;41;3;7;7;0;30;25.5;0.0;18.2;0.0;23.0;9.0;Mol, M./Mol;Wang Y. W./DU Hongjun
14;25;5;3;40;3;8;20;4;60;25.5;0.0;18.2;0.0;23.0;23.0;Beta/Lejawa;Smith/Webber
6;32;7;4;56;6;16;29;3;51;25.5;0.0;18.2;0.0;23.0;11.0;Smith/Webber;Beta/Lejawa
10;24;12;5;53;6;17;16;6;49;25.7;0.0;19.3;0.0;24.5;15.0;Hodges/Schubert;Vinicius/Heitor
16;20;8;7;53;7;22;14;4;51;25.7;0.0;19.3;0.0;24.5;14.0;Vinicius/Heitor;Hodges/Schubert
11;36;5;3;51;3;21;33;6;65;25.8;0.0;13.9;0.0;17.6;26.0;Dumek/Semerad;Pérez/Matos
7;35;3;6;58;5;11;24;3;70;25.8;0.0;13.9;0.0;17.6;18.0;Pérez/Matos;Dumek/Semerad
8;24;4;2;37;3;12;14;4;42;25.7;0.0;19.3;0.0;24.5;18.0;Grössig/Pascariuc P.;Lorenz/Rietschel
5;24;4;4;41;2;6;16;2;40;25.7;0.0;19.3;0.0;24.5;15.0;Lorenz/Rietschel;Grössig/Pascariuc P.
6;25;9;5;43;4;9;18;2;46;25.8;0.0;17.2;0.0;21.2;13.0;Potts/Pearse;Sagstetter/Sagstetter
8;20;5;2;40;2;15;20;4;40;25.8;0.0;17.2;0.0;21.2;16.0;Sagstetter/Sagstetter;Potts/Pearse
16;64;11;6;99;7;35;48;6;115;25.7;0.0;19.3;0.0;24.5;17.0;Henning/Wüst;Huster/Just
11;22;3;1;32;3;7;17;3;45;25.8;0.0;13.9;0.0;17.6;19.0;Saucedo/Viera;Brewster/Brunner
6;24;2;4;41;4;8;16;1;45;25.8;0.0;13.9;0.0;17.6;14.0;Brewster/Brunner;Saucedo/Viera
2;24;9;2;41;6;11;13;0;42;25.7;0.0;19.3;0.0;24.5;13.0;Dal Corso/Viscovich;Cory/Caldwell
11;20;5;1;33;0;10;20;1;41;25.7;0.0;19.3;0.0;24.5;11.0;Cory/Caldwell;Dal Corso/Viscovich
8;13;4;1;26;2;7;8;1;34;25.8;0.0;17.2;0.0;21.2;25.0;Ch. Y. Liu/J.Q. Liu;Bassereau/Aye, C.
3;29;7;1;41;5;13;14;1;39;25.8;0.0;17.2;0.0;21.2;6.0;Bassereau/Aye, C.;Ch. Y. Liu/J.Q. Liu
7;24;8;1;36;1;7;13;1;44;25.8;0.0;17.2;0.0;21.2;17.0;Genevieve Gardoque /Chouikh;Schalk/Shaw
5;24;6;1;42;4;16;14;1;40;25.8;0.0;17.2;0.0;21.2;14.0;Schalk/Shaw;Genevieve Gardoque /Chouikh
4;30;4;1;41;3;18;27;1;49;25.8;0.0;13.9;0.0;17.6;7.0;Bedritis/Rinkevics;Nemec L./Petruf
9;22;2;1;32;3;7;20;1;50;25.8;0.0;13.9;0.0;17.6;25.0;Nemec L./Petruf;Bedritis/Rinkevics
7;30;8;2;42;5;11;17;0;53;25.8;0.0;17.2;0.0;21.2;17.0;Mol, M./Mol;Smith/Webber
9;24;2;0;40;2;14;19;1;47;25.8;0.0;17.2;0.0;21.2;15.0;Smith/Webber;Mol, M./Mol
5;21;2;3;41;5;8;16;6;36;25.8;0.0;13.9;0.0;17.6;15.0;Wang Y. W./DU Hongjun;Beta/Lejawa
11;19;7;6;34;1;6;14;3;41;25.8;0.0;13.9;0.0;17.6;14.0;Beta/Lejawa;Wang Y. W./DU Hongjun
11;37;3;1;53;3;15;35;6;68;25.5;0.0;16.3;0.0;23.0;22.0;Henning/Wüst;Bedritis/Rinkevics
9;31;3;6;49;7;23;33;1;68;25.5;0.0;16.3;0.0;23.0;18.0;Bedritis/Rinkevics;Henning/Wüst
4;40;4;1;55;4;15;31;2;62;25.5;0.0;16.3;0.0;23.0;26.0;Wang Y. W./DU Hongjun;Cory/Caldwell
8;44;5;2;54;3;11;22;1;69;25.5;0.0;16.3;0.0;23.0;35.0;Cory/Caldwell;Wang Y. W./DU Hongjun
5;29;8;2;46;1;7;18;4;45;25.5;0.0;17.5;0.0;24.1;19.0;Potts/Pearse;Smith/Webber
6;27;10;4;46;1;13;17;2;45;25.5;0.0;17.5;0.0;24.1;14.0;Smith/Webber;Potts/Pearse
11;31;4;2;52;6;20;35;0;65;25.5;0.0;17.5;0.0;24.1;10.0;Grössig/Pascariuc P.;Pérez/Matos
14;33;3;0;48;6;19;26;2;65;25.5;0.0;17.5;0.0;24.1;20.0;Pérez/Matos;Grössig/Pascariuc P.
17;24;4;2;40;4;14;10;2;49;25.5;0.0;16.3;0.0;23.0;11.0;Vinicius/Heitor;Bassereau/Aye, C.
8;20;3;2;42;6;14;14;2;37;25.5;0.0;16.3;0.0;23.0;12.0;Bassereau/Aye, C.;Vinicius/Heitor
10;29;3;0;47;6;11;25;1;56;25.5;0.0;17.5;0.0;24.1;23.0;Brewster/Brunner;Genevieve Gardoque /Chouikh
16;30;3;1;49;3;10;20;0;59;25.5;0.0;17.5;0.0;24.1;16.0;Brewster/Brunner;Genevieve Gardoque /Chouikh
6;26;8;3;40;2;9;10;3;39;24.8;0.0;7.3;0.0;13.0;13.0;Hodges/Schubert;Bedritis/Rinkevics
8;18;5;3;38;1;11;7;3;38;24.8;0.0;7.3;0.0;13.0;16.0;Bedritis/Rinkevics;Hodges/Schubert
10;21;7;1;30;1;12;8;1;43;24.8;0.0;7.3;0.0;13.0;10.0;Lorenz/Rietschel;Cory/Caldwell
4;24;3;1;41;4;13;18;1;33;24.8;0.0;7.3;0.0;13.0;13.0;Cory/Caldwell;Lorenz/Rietschel
9;21;7;1;32;2;2;0;5;33;24.7;0.0;8.6;0.0;13.0;20.0;Potts/Pearse;Huster/Just
5;20;4;5;41;5;5;0;1;34;24.7;0.0;8.6;0.0;13.0;21.0;Huster/Just;Potts/Pearse
14;26;4;2;46;5;25;22;0;57;24.7;0.0;8.6;0.0;13.0;15.0;Grössig/Pascariuc P.;Dal Corso/Viscovich
10;31;5;0;50;9;24;24;2;54;24.7;0.0;8.6;0.0;13.0;12.0;Dal Corso/Viscovich;Grössig/Pascariuc P.
9;31;4;1;43;3;8;15;0;62;24.7;0.0;8.6;0.0;13.0;23.0;Bassereau/Aye, C.;Schalk/Shaw
6;27;4;0;41;5;16;19;1;49;24.7;0.0;8.6;0.0;13.0;23.0;Schalk/Shaw;Bassereau/Aye, C.
6;38;7;1;55;8;22;23;3;60;24.7;0.0;8.6;0.0;13.0;16.0;Genevieve Gardoque /Chouikh;Mol, M./Mol
12;35;5;3;54;3;21;23;1;60;24.7;0.0;8.6;0.0;13.0;15.0;Mol, M./Mol;Genevieve Gardoque /Chouikh
9;18;10;4;36;1;7;13;2;40;25.9;0.0;2.7;0.0;10.4;14.0;Genevieve Gardoque /Chouikh;Huster/Just
5;17;8;4;42;4;18;14;4;31;25.9;0.0;2.7;0.0;10.4;8.0;Huster/Just;Genevieve Gardoque /Chouikh
10;27;10;7;48;3;4;0;4;51;25.9;0.0;2.7;0.0;10.4;28.0;Bassereau/Aye, C.;Cory/Caldwell
6;23;9;4;49;4;4;0;5;37;25.9;0.0;2.7;0.0;10.4;22.0;Cory/Caldwell;Bassereau/Aye, C.
5;22;4;9;43;1;9;15;4;35;25.1;0.2;26.6;0.2;36.0;12.0;Hodges/Schubert;Huster/Just
5;19;6;4;33;4;14;13;9;34;25.1;0.2;26.6;0.2;36.0;9.0;Huster/Just;Hodges/Schubert
9;20;8;1;28;2;9;19;7;40;25.0;0.1;22.9;0.1;34.9;10.0;Dal Corso/Viscovich;Cory/Caldwell
3;17;3;7;41;5;7;21;1;31;25.0;0.1;22.9;0.1;34.9;13.0;Cory/Caldwell;Dal Corso/Viscovich
10;22;5;2;38;4;16;15;4;41;25.9;0.0;23.9;0.0;30.2;16.0;Huster/Just;Dal Corso/Viscovich
8;22;6;4;42;4;7;18;2;41;25.9;0.0;23.9;0.0;30.2;10.0;Dal Corso/Viscovich;Huster/Just
12;23;9;6;42;4;4;0;5;40;25.9;0.0;23.7;0.0;31.0;23.0;Hodges/Schubert;Cory/Caldwell
6;19;7;5;46;4;4;0;6;36;25.9;0.0;23.7;0.0;31.0;19.0;Cory/Caldwell;Hodges/Schubert
5;28;6;4;42;2;6;22;0;43;25.5;0.0;19.3;0.0;25.6;21.0;J. Zh. Wang/X. Y. Xia;Chacon/Phillips
8;18;2;1;30;0;4;15;2;42;25.5;0.0;19.3;0.0;25.6;9.0;Chacon/Phillips;J. Zh. Wang/X. Y. Xia
11;24;2;4;49;2;7;37;6;58;25.5;0.0;19.3;0.0;25.6;21.0;Wachowicz/Radelczuk;Bauer/Anderson
11;31;6;6;50;4;10;33;4;66;25.5;0.0;19.3;0.0;25.6;13.0;Bauer/Anderson;Wachowicz/Radelczuk
4;23;5;9;42;1;4;10;3;34;25.5;0.0;19.7;0.0;26.3;15.0;Xue/J. J. Zeng;Kvedaraite/Kovalskaja
5;23;6;3;36;0;4;12;8;35;25.5;0.0;19.7;0.0;26.3;17.0;Kvedaraite/Kovalskaja;Xue/J. J. Zeng
11;33;7;1;47;3;7;31;3;71;25.5;0.0;19.7;0.0;26.3;20.0;Plesiutschnig/Schützenhöfer;Harward/DeBerg
7;32;2;3;52;3;16;32;1;59;25.5;0.0;19.7;0.0;26.3;24.0;Harward/DeBerg;Plesiutschnig/Schützenhöfer
5;16;3;1;24;0;3;16;6;44;25.5;0.0;19.7;0.0;26.3;25.0;M.M. Lin/H. Xie;Ahtiainen/Lahti
4;28;3;6;42;3;7;27;1;45;25.5;0.0;19.7;0.0;26.3;12.0;Ahtiainen/Lahti;M.M. Lin/H. Xie
4;34;15;5;51;1;9;31;5;58;25.5;0.0;19.7;0.0;26.3;11.0;Grüne/Kunst;Shiba/Reika
5;25;4;5;50;0;7;28;5;53;25.5;0.0;19.7;0.0;26.3;22.0;Shiba/Reika;Grüne/Kunst
13;28;6;0;50;4;10;32;3;68;25.5;0.0;19.3;0.0;25.6;15.0;Placette/Richard;Polley/MacDonald
11;33;8;3;56;3;12;43;0;75;25.5;0.0;19.3;0.0;25.6;27.0;Polley/MacDonald;Placette/Richard
3;25;6;3;40;2;5;28;5;44;25.5;0.0;19.3;0.0;25.6;18.0;Wang X. X./J. Dong;Naraphornrapat/Woranatchayakorn
7;15;5;5;32;0;3;23;3;42;25.5;0.0;19.3;0.0;25.6;10.0;Naraphornrapat/Woranatchayakorn;Wang X. X./J. Dong
6;29;5;8;50;1;3;22;5;51;25.5;0.0;18.9;0.0;25.2;22.0;Clancy/Johnson;Sh. T. Cao/X.CH Zhang
5;32;8;6;51;3;9;19;6;50;25.5;0.0;18.9;0.0;25.2;23.0;Sh. T. Cao/X.CH Zhang;Clancy/Johnson
4;21;4;5;41;5;11;22;2;35;25.5;0.0;18.9;0.0;25.2;14.0;Fejes/Milutinovic;Carro/González
11;19;5;2;32;0;2;18;5;49;25.5;0.0;18.9;0.0;25.2;12.0;Carro/González;Fejes/Milutinovic
4;19;4;0;32;2;3;14;2;47;25.5;0.0;18.9;0.0;25.2;9.0;Yan  X./Zhou M. L.;Shaw/Toni
8;31;4;2;41;2;12;24;0;48;25.5;0.0;18.9;0.0;25.2;27.0;Shaw/Toni;Yan  X./Zhou M. L.
7;25;3;4;43;2;7;20;3;44;25.5;0.0;18.9;0.0;25.2;17.0;Vieira/Chamereau;Dumbauskaite/Ievute
6;22;6;3;37;2;7;17;4;45;25.5;0.0;18.9;0.0;25.2;19.0;Dumbauskaite/Ievute;Vieira/Chamereau
4;28;2;1;37;0;1;26;2;47;25.4;0.0;18.5;0.0;27.0;21.0;J. Zh. Wang/X. Y. Xia;Bauer/Anderson
2;34;5;2;42;2;8;20;1;50;25.4;0.0;18.5;0.0;27.0;24.0;Bauer/Anderson;J. Zh. Wang/X. Y. Xia
6;25;8;6;43;3;5;18;3;40;25.4;0.0;20.4;0.0;27.0;11.0;Wachowicz/Radelczuk;Chacon/Phillips
9;16;5;3;36;3;7;15;6;38;25.4;0.0;20.4;0.0;27.0;20.0;Chacon/Phillips;Wachowicz/Radelczuk
12;29;4;10;54;1;5;22;1;61;25.4;0.0;20.4;0.0;27.0;16.0;Xue/J. J. Zeng;Harward/DeBerg
8;29;7;1;46;8;22;20;10;47;25.4;0.0;20.4;0.0;27.0;24.0;Harward/DeBerg;Xue/J. J. Zeng
4;25;1;5;41;3;9;19;3;42;25.5;0.0;20.4;0.0;26.6;16.0;Plesiutschnig/Schützenhöfer;Kvedaraite/Kovalskaja
9;22;3;3;31;2;13;20;5;46;25.5;0.0;20.4;0.0;26.6;13.0;Kvedaraite/Kovalskaja;Plesiutschnig/Schützenhöfer
4;24;2;5;40;4;5;16;2;32;25.4;0.0;20.4;0.0;27.0;14.0;Ahtiainen/Lahti;Shiba/Reika
7;22;6;2;34;0;1;13;5;36;25.4;0.0;20.4;0.0;27.0;14.0;Shiba/Reika;Ahtiainen/Lahti
7;11;1;2;26;1;8;13;9;32;25.5;0.0;20.4;0.0;26.6;19.0;M.M. Lin/H. Xie;Grüne/Kunst
4;25;8;9;41;2;4;22;1;42;25.5;0.0;20.4;0.0;26.6;3.0;Grüne/Kunst;M.M. Lin/H. Xie
4;24;3;3;34;0;14;23;6;47;25.4;0.0;18.5;0.0;27.0;17.0;Wang X. X./J. Dong;Placette/Richard
4;28;2;6;41;0;7;33;3;50;25.4;0.0;18.5;0.0;27.0;10.0;Placette/Richard;Wang X. X./J. Dong
5;23;4;3;41;2;9;21;2;44;25.5;0.0;20.4;0.0;26.6;7.0;Polley/MacDonald;Naraphornrapat/Woranatchayakorn
12;15;3;2;29;1;10;21;3;42;25.5;0.0;20.4;0.0;26.6;10.0;Naraphornrapat/Woranatchayakorn;Polley/MacDonald
18;46;16;9;89;3;8;37;9;89;25.4;0.0;18.5;0.0;27.0;19.0;Fejes/Milutinovic;Clancy/Johnson
7;25;8;4;38;0;6;35;2;55;25.4;0.0;20.4;0.0;27.0;10.0;Sh. T. Cao/X.CH Zhang;Carro/González
2;26;6;2;44;1;9;29;4;43;25.4;0.0;20.4;0.0;27.0;15.0;Carro/González;Sh. T. Cao/X.CH Zhang
2;21;3;6;40;5;12;12;4;31;25.5;0.0;20.4;0.0;26.6;13.0;Yan  X./Zhou M. L.;Dumbauskaite/Ievute
12;19;3;4;30;0;6;14;6;42;25.5;0.0;20.4;0.0;26.6;13.0;Dumbauskaite/Ievute;Yan  X./Zhou M. L.
9;23;5;5;45;4;15;22;1;52;24.8;0.0;6.1;0.0;9.0;12.0;Vieira/Chamereau;Polley/MacDonald
14;24;3;1;40;3;12;28;5;51;24.8;0.0;6.1;0.0;9.0;14.0;Polley/MacDonald;Vieira/Chamereau
